row_number,date,facebook_ad_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_campaign,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
325,2023-06-09,FACEBOOK AD,1617,15,6,177,0.9276437848,40,11.8,ADWORD AD,4630,79,4,109,1.7062634989,5.0632911392,1.3797468354
326,2022-11-14,FACEBOOK AD,3159,51,7,211,1.6144349478,13.7254901961,4.137254902,ADWORD AD,4269,80,3,115,1.8739751698,3.75,1.4375
327,2022-07-19,FACEBOOK AD,2446,54,6,248,2.207686018,11.1111111111,4.5925925926,ADWORD AD,3934,51,6,130,1.2963904423,11.7647058824,2.5490196078
328,2022-06-05,FACEBOOK AD,1189,26,18,110,2.1867115223,69.2307692308,4.2307692308,ADWORD AD,5098,47,9,170,0.9219301687,19.1489361702,3.6170212766
329,2023-02-13,FACEBOOK AD,3180,70,12,230,2.2012578616,17.1428571429,3.2857142857,ADWORD AD,5749,36,9,99,0.6261958601,25,2.75
330,2022-12-18,FACEBOOK AD,2388,21,12,246,0.8793969849,57.1428571429,11.7142857143,ADWORD AD,4567,53,3,169,1.1604992336,5.6603773585,3.1886792453
331,2024-11-19,FACEBOOK AD,1089,53,18,143,4.8668503214,33.9622641509,2.6981132075,ADWORD AD,4070,89,3,161,2.1867321867,3.3707865169,1.808988764
332,2022-11-23,FACEBOOK AD,3056,53,16,69,1.7342931937,30.1886792453,1.3018867925,ADWORD AD,5000,49,3,109,0.98,6.1224489796,2.2244897959
333,2022-05-11,FACEBOOK AD,1107,56,11,149,5.0587172538,19.6428571429,2.6607142857,ADWORD AD,3841,54,9,166,1.4058838844,16.6666666667,3.0740740741
334,2022-09-17,FACEBOOK AD,2602,47,8,157,1.806302844,17.0212765957,3.3404255319,ADWORD AD,4561,50,5,89,1.0962508222,10,1.78
335,2023-03-03,FACEBOOK AD,1739,32,18,204,1.8401380104,56.25,6.375,ADWORD AD,5356,83,6,78,1.5496639283,7.2289156627,0.9397590361
336,2023-09-01,FACEBOOK AD,3024,43,11,171,1.421957672,25.5813953488,3.976744186,ADWORD AD,5053,45,7,133,0.8905600633,15.5555555556,2.9555555556
337,2024-06-25,FACEBOOK AD,1214,54,6,169,4.4481054366,11.1111111111,3.1296296296,ADWORD AD,4824,48,4,190,0.9950248756,8.3333333333,3.9583333333
338,2022-10-10,FACEBOOK AD,2414,25,14,121,1.0356255178,56,4.84,ADWORD AD,5413,80,3,51,1.4779235175,3.75,0.6375
339,2023-10-29,FACEBOOK AD,2865,33,18,173,1.1518324607,54.5454545455,5.2424242424,ADWORD AD,4530,45,3,193,0.9933774834,6.6666666667,4.2888888889
340,2023-07-04,FACEBOOK AD,1342,65,7,77,4.8435171386,10.7692307692,1.1846153846,ADWORD AD,4230,56,9,188,1.3238770686,16.0714285714,3.3571428571
341,2022-07-05,FACEBOOK AD,3250,16,17,220,0.4923076923,106.25,13.75,ADWORD AD,5351,89,7,70,1.6632405158,7.8651685393,0.7865168539
342,2024-11-08,FACEBOOK AD,2274,28,17,246,1.2313104661,60.7142857143,8.7857142857,ADWORD AD,3997,54,9,131,1.3510132599,16.6666666667,2.4259259259
343,2024-06-17,FACEBOOK AD,1836,64,12,152,3.48583878,18.75,2.375,ADWORD AD,5380,85,6,189,1.5799256506,7.0588235294,2.2235294118
344,2023-07-30,FACEBOOK AD,1095,56,16,225,5.1141552511,28.5714285714,4.0178571429,ADWORD AD,5529,59,7,91,1.0671007415,11.8644067797,1.5423728814
345,2024-02-28,FACEBOOK AD,1084,34,16,225,3.1365313653,47.0588235294,6.6176470588,ADWORD AD,5626,58,8,188,1.0309278351,13.7931034483,3.2413793103
346,2024-09-17,FACEBOOK AD,2107,23,10,139,1.0915994305,43.4782608696,6.0434782609,ADWORD AD,4443,76,3,110,1.7105559307,3.9473684211,1.4473684211
347,2023-11-22,FACEBOOK AD,1898,21,10,145,1.1064278188,47.619047619,6.9047619048,ADWORD AD,5610,32,8,177,0.5704099822,25,5.53125
348,2023-05-08,FACEBOOK AD,1216,38,5,228,3.125,13.1578947368,6,ADWORD AD,4497,56,6,84,1.2452746275,10.7142857143,1.5
349,2024-03-10,FACEBOOK AD,1121,50,11,115,4.4603033006,22,2.3,ADWORD AD,4661,34,6,179,0.729457198,17.6470588235,5.2647058824
350,2024-03-16,FACEBOOK AD,1715,31,16,221,1.8075801749,51.6129032258,7.1290322581,ADWORD AD,5565,39,9,95,0.7008086253,23.0769230769,2.4358974359
351,2024-08-16,FACEBOOK AD,1805,69,9,239,3.8227146814,13.0434782609,3.4637681159,ADWORD AD,4807,43,7,170,0.8945288121,16.2790697674,3.9534883721
352,2023-03-05,FACEBOOK AD,2056,63,9,149,3.0642023346,14.2857142857,2.3650793651,ADWORD AD,4345,78,7,193,1.7951668585,8.9743589744,2.4743589744
353,2022-06-03,FACEBOOK AD,2560,41,13,192,1.6015625,31.7073170732,4.6829268293,ADWORD AD,5376,49,6,176,0.9114583333,12.2448979592,3.5918367347
354,2023-07-02,FACEBOOK AD,1250,56,10,144,4.48,17.8571428571,2.5714285714,ADWORD AD,5521,36,5,195,0.652055787,13.8888888889,5.4166666667
355,2024-09-20,FACEBOOK AD,1666,51,13,214,3.0612244898,25.4901960784,4.1960784314,ADWORD AD,4722,61,7,104,1.2918254977,11.4754098361,1.7049180328
356,2022-07-28,FACEBOOK AD,1264,18,13,145,1.4240506329,72.2222222222,8.0555555556,ADWORD AD,5711,52,8,68,0.910523551,15.3846153846,1.3076923077
357,2022-05-20,FACEBOOK AD,1246,59,18,85,4.735152488,30.5084745763,1.4406779661,ADWORD AD,4866,83,4,129,1.7057131114,4.8192771084,1.5542168675
358,2022-02-09,FACEBOOK AD,2260,73,9,233,3.2300884956,12.3287671233,3.1917808219,ADWORD AD,4350,71,3,138,1.632183908,4.2253521127,1.9436619718
359,2022-08-28,FACEBOOK AD,3074,44,12,176,1.4313597918,27.2727272727,4,ADWORD AD,5265,64,6,80,1.2155745489,9.375,1.25
360,2024-01-16,FACEBOOK AD,2696,51,11,87,1.8916913947,21.568627451,1.7058823529,ADWORD AD,4235,76,5,147,1.7945690673,6.5789473684,1.9342105263
361,2024-04-12,FACEBOOK AD,2854,59,14,108,2.0672740014,23.7288135593,1.8305084746,ADWORD AD,3813,55,7,153,1.4424337792,12.7272727273,2.7818181818
362,2023-12-03,FACEBOOK AD,1995,68,9,219,3.4085213033,13.2352941176,3.2205882353,ADWORD AD,5700,86,3,192,1.5087719298,3.488372093,2.2325581395
363,2024-07-17,FACEBOOK AD,1210,46,5,71,3.8016528926,10.8695652174,1.5434782609,ADWORD AD,4684,78,5,197,1.6652433817,6.4102564103,2.5256410256
364,2023-07-30,FACEBOOK AD,1752,66,16,111,3.7671232877,24.2424242424,1.6818181818,ADWORD AD,3868,63,6,187,1.6287487073,9.5238095238,2.9682539683
365,2024-01-08,FACEBOOK AD,1936,66,13,214,3.4090909091,19.696969697,3.2424242424,ADWORD AD,4424,67,4,57,1.5144665461,5.9701492537,0.8507462687
366,2024-01-27,FACEBOOK AD,2863,71,19,149,2.4799161718,26.7605633803,2.0985915493,ADWORD AD,3738,65,7,159,1.7388978063,10.7692307692,2.4461538462
367,2024-11-10,FACEBOOK AD,3202,44,18,149,1.3741411618,40.9090909091,3.3863636364,ADWORD AD,4295,89,8,169,2.0721769499,8.9887640449,1.8988764045
368,2024-03-27,FACEBOOK AD,2019,23,9,138,1.1391778108,39.1304347826,6,ADWORD AD,4800,44,7,190,0.9166666667,15.9090909091,4.3181818182
369,2022-06-28,FACEBOOK AD,1241,52,9,151,4.1901692184,17.3076923077,2.9038461538,ADWORD AD,4837,85,4,164,1.7572875749,4.7058823529,1.9294117647
370,2023-04-28,FACEBOOK AD,2742,58,13,181,2.1152443472,22.4137931034,3.1206896552,ADWORD AD,4275,31,5,51,0.7251461988,16.1290322581,1.6451612903
371,2024-12-08,FACEBOOK AD,1883,19,15,231,1.0090281466,78.9473684211,12.1578947368,ADWORD AD,5009,87,9,151,1.7368736275,10.3448275862,1.7356321839
372,2023-02-23,FACEBOOK AD,1593,61,12,80,3.8292529818,19.6721311475,1.3114754098,ADWORD AD,3786,37,4,147,0.9772847332,10.8108108108,3.972972973
373,2023-03-01,FACEBOOK AD,1659,70,13,219,4.2194092827,18.5714285714,3.1285714286,ADWORD AD,5603,48,4,114,0.8566839193,8.3333333333,2.375
374,2022-03-22,FACEBOOK AD,1198,71,5,158,5.9265442404,7.0422535211,2.2253521127,ADWORD AD,4220,31,8,111,0.7345971564,25.8064516129,3.5806451613
375,2024-02-03,FACEBOOK AD,2761,61,19,122,2.2093444404,31.1475409836,2,ADWORD AD,4617,79,6,68,1.7110677929,7.5949367089,0.8607594937
376,2022-09-08,FACEBOOK AD,1870,32,18,188,1.7112299465,56.25,5.875,ADWORD AD,5526,70,4,178,1.2667390518,5.7142857143,2.5428571429
377,2022-09-09,FACEBOOK AD,1066,19,10,75,1.7823639775,52.6315789474,3.9473684211,ADWORD AD,4630,37,8,182,0.7991360691,21.6216216216,4.9189189189
378,2024-07-27,FACEBOOK AD,1683,53,14,231,3.1491384433,26.4150943396,4.358490566,ADWORD AD,4486,50,4,111,1.1145786893,8,2.22
379,2022-06-18,FACEBOOK AD,2598,26,16,177,1.0007698229,61.5384615385,6.8076923077,ADWORD AD,5380,69,8,79,1.282527881,11.5942028986,1.1449275362
380,2024-04-02,FACEBOOK AD,2311,70,13,153,3.0289917785,18.5714285714,2.1857142857,ADWORD AD,5318,81,6,78,1.5231289959,7.4074074074,0.962962963
381,2022-04-28,FACEBOOK AD,1364,58,7,141,4.2521994135,12.0689655172,2.4310344828,ADWORD AD,4813,43,8,150,0.8934136713,18.6046511628,3.488372093
382,2022-04-01,FACEBOOK AD,2215,47,15,120,2.1218961625,31.914893617,2.5531914894,ADWORD AD,5645,46,5,193,0.8148804252,10.8695652174,4.1956521739
383,2024-12-18,FACEBOOK AD,1866,70,19,97,3.7513397642,27.1428571429,1.3857142857,ADWORD AD,4582,36,4,149,0.7856831078,11.1111111111,4.1388888889
384,2022-11-30,FACEBOOK AD,1294,61,12,95,4.714064915,19.6721311475,1.5573770492,ADWORD AD,3871,54,3,177,1.3949883751,5.5555555556,3.2777777778
385,2022-09-14,FACEBOOK AD,1666,34,18,100,2.0408163265,52.9411764706,2.9411764706,ADWORD AD,4864,35,3,96,0.7195723684,8.5714285714,2.7428571429
386,2023-10-15,FACEBOOK AD,2601,63,5,242,2.4221453287,7.9365079365,3.8412698413,ADWORD AD,5649,67,8,84,1.1860506284,11.9402985075,1.2537313433
387,2024-03-10,FACEBOOK AD,1728,54,6,225,3.125,11.1111111111,4.1666666667,ADWORD AD,5680,76,3,151,1.338028169,3.9473684211,1.9868421053
388,2022-02-25,FACEBOOK AD,2810,53,8,242,1.8861209964,15.0943396226,4.5660377358,ADWORD AD,5140,79,6,168,1.5369649805,7.5949367089,2.1265822785
389,2022-09-24,FACEBOOK AD,2566,65,14,120,2.5331254871,21.5384615385,1.8461538462,ADWORD AD,5173,53,3,162,1.0245505509,5.6603773585,3.0566037736
390,2023-03-03,FACEBOOK AD,2578,58,18,174,2.2498060512,31.0344827586,3,ADWORD AD,3806,32,4,198,0.8407777194,12.5,6.1875
391,2024-09-27,FACEBOOK AD,1585,62,7,101,3.9116719243,11.2903225806,1.6290322581,ADWORD AD,3735,86,8,67,2.3025435074,9.3023255814,0.7790697674
392,2024-03-05,FACEBOOK AD,1333,59,15,115,4.4261065266,25.4237288136,1.9491525424,ADWORD AD,5220,75,3,69,1.4367816092,4,0.92
393,2022-01-03,FACEBOOK AD,2142,71,8,85,3.314659197,11.2676056338,1.1971830986,ADWORD AD,5589,75,3,72,1.3419216318,4,0.96
394,2023-05-06,FACEBOOK AD,2040,37,7,90,1.8137254902,18.9189189189,2.4324324324,ADWORD AD,4353,88,7,70,2.0215943028,7.9545454545,0.7954545455
395,2022-12-07,FACEBOOK AD,1898,48,9,194,2.5289778714,18.75,4.0416666667,ADWORD AD,4736,53,9,145,1.1190878378,16.9811320755,2.7358490566
396,2024-07-07,FACEBOOK AD,1841,48,5,201,2.6072786529,10.4166666667,4.1875,ADWORD AD,5660,60,7,160,1.0600706714,11.6666666667,2.6666666667
397,2023-07-11,FACEBOOK AD,2185,18,15,171,0.823798627,83.3333333333,9.5,ADWORD AD,3973,77,8,196,1.9380820539,10.3896103896,2.5454545455
398,2022-07-04,FACEBOOK AD,2758,52,18,107,1.8854242204,34.6153846154,2.0576923077,ADWORD AD,3754,78,9,138,2.0777836974,11.5384615385,1.7692307692
399,2022-02-06,FACEBOOK AD,2706,68,11,122,2.5129342203,16.1764705882,1.7941176471,ADWORD AD,4179,49,5,178,1.1725293132,10.2040816327,3.6326530612
400,2024-01-28,FACEBOOK AD,1503,70,17,73,4.6573519627,24.2857142857,1.0428571429,ADWORD AD,3896,35,8,173,0.8983572895,22.8571428571,4.9428571429
401,2022-12-28,FACEBOOK AD,2723,48,14,129,1.7627616599,29.1666666667,2.6875,ADWORD AD,5027,69,6,55,1.3725880247,8.6956521739,0.7971014493
402,2022-12-12,FACEBOOK AD,3064,29,13,250,0.9464751958,44.8275862069,8.6206896552,ADWORD AD,4379,66,3,139,1.5071934232,4.5454545455,2.1060606061
403,2023-12-21,FACEBOOK AD,1852,59,6,78,3.1857451404,10.1694915254,1.3220338983,ADWORD AD,3842,58,6,197,1.5096304008,10.3448275862,3.3965517241
404,2023-05-03,FACEBOOK AD,2489,70,14,161,2.8123744476,20,2.3,ADWORD AD,4145,39,8,177,0.9408926417,20.5128205128,4.5384615385
405,2022-07-16,FACEBOOK AD,1370,28,11,152,2.0437956204,39.2857142857,5.4285714286,ADWORD AD,4933,57,3,115,1.1554834786,5.2631578947,2.0175438596
406,2024-02-26,FACEBOOK AD,2026,28,6,162,1.3820335637,21.4285714286,5.7857142857,ADWORD AD,4238,53,4,89,1.2505899009,7.5471698113,1.679245283
407,2024-06-21,FACEBOOK AD,1703,19,14,123,1.1156782149,73.6842105263,6.4736842105,ADWORD AD,5318,56,6,149,1.0530274539,10.7142857143,2.6607142857
408,2022-09-28,FACEBOOK AD,3186,66,19,107,2.0715630885,28.7878787879,1.6212121212,ADWORD AD,5201,75,3,62,1.4420303788,4,0.8266666667
409,2023-05-21,FACEBOOK AD,1936,35,9,65,1.8078512397,25.7142857143,1.8571428571,ADWORD AD,4764,82,5,142,1.7212426532,6.0975609756,1.7317073171
410,2022-03-28,FACEBOOK AD,2831,56,18,124,1.9780996114,32.1428571429,2.2142857143,ADWORD AD,5014,69,7,192,1.376146789,10.1449275362,2.7826086957
411,2024-11-23,FACEBOOK AD,1975,68,7,179,3.4430379747,10.2941176471,2.6323529412,ADWORD AD,5310,43,4,67,0.8097928437,9.3023255814,1.5581395349
412,2024-11-17,FACEBOOK AD,1854,31,16,134,1.6720604099,51.6129032258,4.3225806452,ADWORD AD,4076,54,8,110,1.324828263,14.8148148148,2.037037037
413,2024-05-19,FACEBOOK AD,2986,23,18,133,0.770261219,78.2608695652,5.7826086957,ADWORD AD,5203,59,6,120,1.1339611762,10.1694915254,2.0338983051
414,2023-08-02,FACEBOOK AD,1462,44,17,195,3.0095759234,38.6363636364,4.4318181818,ADWORD AD,5089,74,3,56,1.4541167223,4.0540540541,0.7567567568
415,2022-09-20,FACEBOOK AD,2641,26,9,245,0.9844755774,34.6153846154,9.4230769231,ADWORD AD,3988,57,3,168,1.4292878636,5.2631578947,2.9473684211
416,2022-12-12,FACEBOOK AD,1668,17,12,174,1.0191846523,70.5882352941,10.2352941176,ADWORD AD,4620,88,8,196,1.9047619048,9.0909090909,2.2272727273
417,2023-11-11,FACEBOOK AD,1888,48,5,81,2.5423728814,10.4166666667,1.6875,ADWORD AD,4492,71,7,72,1.5805877115,9.8591549296,1.014084507
418,2023-11-01,FACEBOOK AD,3222,18,12,239,0.5586592179,66.6666666667,13.2777777778,ADWORD AD,4527,35,5,59,0.7731389441,14.2857142857,1.6857142857
419,2024-02-04,FACEBOOK AD,3010,36,10,168,1.196013289,27.7777777778,4.6666666667,ADWORD AD,5575,85,8,143,1.5246636771,9.4117647059,1.6823529412
420,2022-04-01,FACEBOOK AD,1279,34,13,158,2.6583268178,38.2352941176,4.6470588235,ADWORD AD,5286,42,5,196,0.7945516459,11.9047619048,4.6666666667
421,2022-01-27,FACEBOOK AD,1928,58,10,60,3.0082987552,17.2413793103,1.0344827586,ADWORD AD,4133,66,7,131,1.596902976,10.6060606061,1.9848484848
422,2022-10-03,FACEBOOK AD,1846,53,13,106,2.8710725894,24.5283018868,2,ADWORD AD,5148,38,5,174,0.7381507382,13.1578947368,4.5789473684
423,2024-07-29,FACEBOOK AD,1559,73,9,76,4.6824887749,12.3287671233,1.0410958904,ADWORD AD,4395,75,4,147,1.7064846416,5.3333333333,1.96
424,2022-08-14,FACEBOOK AD,1282,44,8,182,3.4321372855,18.1818181818,4.1363636364,ADWORD AD,5337,51,6,144,0.9555930298,11.7647058824,2.8235294118
425,2024-10-02,FACEBOOK AD,1628,17,17,178,1.0442260442,100,10.4705882353,ADWORD AD,4342,54,8,55,1.2436665131,14.8148148148,1.0185185185
426,2023-07-01,FACEBOOK AD,1054,20,12,217,1.8975332068,60,10.85,ADWORD AD,5591,43,5,160,0.7690931855,11.6279069767,3.7209302326
427,2023-05-29,FACEBOOK AD,3315,20,7,239,0.6033182504,35,11.95,ADWORD AD,5534,39,3,155,0.7047343694,7.6923076923,3.9743589744
428,2024-03-12,FACEBOOK AD,2553,42,14,235,1.6451233843,33.3333333333,5.5952380952,ADWORD AD,5320,42,6,118,0.7894736842,14.2857142857,2.8095238095
429,2022-04-14,FACEBOOK AD,1782,59,18,117,3.3108866442,30.5084745763,1.9830508475,ADWORD AD,5030,49,4,84,0.9741550696,8.1632653061,1.7142857143
430,2024-01-28,FACEBOOK AD,2523,31,10,120,1.2286959968,32.2580645161,3.8709677419,ADWORD AD,5536,43,5,196,0.776734104,11.6279069767,4.5581395349
431,2023-11-15,FACEBOOK AD,2956,23,12,175,0.7780784844,52.1739130435,7.6086956522,ADWORD AD,5364,82,9,64,1.528709918,10.9756097561,0.7804878049
432,2024-09-26,FACEBOOK AD,2662,38,8,218,1.4274981217,21.0526315789,5.7368421053,ADWORD AD,5132,51,4,116,0.9937646142,7.8431372549,2.2745098039
433,2023-02-20,FACEBOOK AD,1829,20,7,102,1.0934937124,35,5.1,ADWORD AD,4450,56,4,136,1.2584269663,7.1428571429,2.4285714286
434,2022-01-24,FACEBOOK AD,2236,47,7,169,2.1019677996,14.8936170213,3.5957446809,ADWORD AD,5619,45,5,52,0.8008542445,11.1111111111,1.1555555556
435,2022-05-14,FACEBOOK AD,3289,38,19,219,1.1553663728,50,5.7631578947,ADWORD AD,5354,84,4,173,1.5689204333,4.7619047619,2.0595238095
436,2022-04-16,FACEBOOK AD,2164,16,6,215,0.7393715342,37.5,13.4375,ADWORD AD,4043,49,3,103,1.2119713084,6.1224489796,2.1020408163
437,2022-06-15,FACEBOOK AD,2395,65,7,158,2.7139874739,10.7692307692,2.4307692308,ADWORD AD,4657,66,8,171,1.4172213872,12.1212121212,2.5909090909
438,2022-12-29,FACEBOOK AD,1373,20,13,180,1.4566642389,65,9,ADWORD AD,4500,76,5,65,1.6888888889,6.5789473684,0.8552631579
439,2023-02-06,FACEBOOK AD,3267,66,17,156,2.0202020202,25.7575757576,2.3636363636,ADWORD AD,5055,56,4,163,1.1078140455,7.1428571429,2.9107142857
440,2022-08-17,FACEBOOK AD,1705,31,12,188,1.8181818182,38.7096774194,6.064516129,ADWORD AD,4149,89,6,98,2.1450952037,6.7415730337,1.1011235955
441,2022-09-28,FACEBOOK AD,2373,63,6,70,2.6548672566,9.5238095238,1.1111111111,ADWORD AD,5050,38,7,116,0.7524752475,18.4210526316,3.0526315789
442,2024-09-10,FACEBOOK AD,1523,57,10,240,3.7426132633,17.5438596491,4.2105263158,ADWORD AD,4809,55,4,100,1.1436889166,7.2727272727,1.8181818182
443,2022-03-27,FACEBOOK AD,1179,37,10,69,3.1382527566,27.027027027,1.8648648649,ADWORD AD,5672,47,3,142,0.8286318759,6.3829787234,3.0212765957
444,2023-08-21,FACEBOOK AD,1357,50,12,119,3.6845983788,24,2.38,ADWORD AD,3759,33,7,185,0.8778930567,21.2121212121,5.6060606061
445,2023-07-04,FACEBOOK AD,3273,70,18,102,2.138710663,25.7142857143,1.4571428571,ADWORD AD,5457,70,6,148,1.2827560931,8.5714285714,2.1142857143
446,2024-05-14,FACEBOOK AD,2009,50,19,215,2.4888003982,38,4.3,ADWORD AD,5316,62,5,132,1.1662904439,8.064516129,2.1290322581
447,2024-02-04,FACEBOOK AD,3300,37,18,79,1.1212121212,48.6486486486,2.1351351351,ADWORD AD,4091,42,7,72,1.0266438524,16.6666666667,1.7142857143
448,2024-01-10,FACEBOOK AD,1069,43,19,158,4.0224508887,44.1860465116,3.6744186047,ADWORD AD,5097,63,9,125,1.2360211889,14.2857142857,1.9841269841
449,2022-07-26,FACEBOOK AD,1900,69,18,125,3.6315789474,26.0869565217,1.8115942029,ADWORD AD,5000,53,7,182,1.06,13.2075471698,3.4339622642
450,2023-07-21,FACEBOOK AD,1406,31,7,106,2.2048364154,22.5806451613,3.4193548387,ADWORD AD,4962,81,6,172,1.6324062878,7.4074074074,2.1234567901
451,2024-10-27,FACEBOOK AD,1431,57,10,185,3.9832285115,17.5438596491,3.2456140351,ADWORD AD,4965,47,4,111,0.9466263847,8.5106382979,2.3617021277
452,2021-12-25,FACEBOOK AD,1194,45,9,71,3.7688442211,20,1.5777777778,ADWORD AD,3718,58,3,161,1.5599784831,5.1724137931,2.775862069
453,2023-01-21,FACEBOOK AD,3262,72,13,212,2.2072348253,18.0555555556,2.9444444444,ADWORD AD,5670,40,7,184,0.7054673721,17.5,4.6
454,2022-05-30,FACEBOOK AD,1495,20,5,120,1.3377926421,25,6,ADWORD AD,4445,48,9,161,1.0798650169,18.75,3.3541666667
455,2023-07-07,FACEBOOK AD,1852,41,18,223,2.2138228942,43.9024390244,5.4390243902,ADWORD AD,5260,84,3,138,1.5969581749,3.5714285714,1.6428571429
456,2023-04-18,FACEBOOK AD,2078,23,13,154,1.1068334937,56.5217391304,6.6956521739,ADWORD AD,4995,75,3,60,1.5015015015,4,0.8
457,2023-02-24,FACEBOOK AD,1439,36,19,72,2.5017373176,52.7777777778,2,ADWORD AD,4644,61,3,74,1.3135228252,4.9180327869,1.2131147541
458,2022-10-09,FACEBOOK AD,2087,17,5,98,0.8145663632,29.4117647059,5.7647058824,ADWORD AD,5300,87,5,54,1.641509434,5.7471264368,0.6206896552
459,2024-11-17,FACEBOOK AD,2797,22,11,234,0.7865570254,50,10.6363636364,ADWORD AD,4705,41,5,107,0.87141339,12.1951219512,2.6097560976
460,2024-11-22,FACEBOOK AD,1846,64,9,185,3.4669555796,14.0625,2.890625,ADWORD AD,5699,38,4,74,0.6667836463,10.5263157895,1.9473684211
461,2024-11-12,FACEBOOK AD,2073,33,9,216,1.5918958032,27.2727272727,6.5454545455,ADWORD AD,4931,57,9,172,1.1559521395,15.7894736842,3.0175438596
462,2023-07-08,FACEBOOK AD,1753,25,18,141,1.42612664,72,5.64,ADWORD AD,5343,42,5,186,0.7860752386,11.9047619048,4.4285714286
463,2023-12-03,FACEBOOK AD,2187,53,7,71,2.4234110654,13.2075471698,1.3396226415,ADWORD AD,4874,63,8,105,1.2925728355,12.6984126984,1.6666666667
464,2023-07-24,FACEBOOK AD,2027,41,12,246,2.0226936359,29.2682926829,6,ADWORD AD,4808,88,7,75,1.8302828619,7.9545454545,0.8522727273
465,2022-07-30,FACEBOOK AD,2096,15,7,83,0.715648855,46.6666666667,5.5333333333,ADWORD AD,5420,32,5,62,0.5904059041,15.625,1.9375
466,2024-04-01,FACEBOOK AD,1265,62,8,188,4.9011857708,12.9032258065,3.0322580645,ADWORD AD,5142,81,7,172,1.5752625438,8.6419753086,2.1234567901
467,2024-07-13,FACEBOOK AD,1469,57,9,73,3.8801906059,15.7894736842,1.2807017544,ADWORD AD,5619,41,6,168,0.7296672006,14.6341463415,4.0975609756
468,2023-09-30,FACEBOOK AD,1587,51,9,78,3.213610586,17.6470588235,1.5294117647,ADWORD AD,4055,70,5,192,1.7262638718,7.1428571429,2.7428571429
469,2024-10-14,FACEBOOK AD,2391,68,9,219,2.8439983271,13.2352941176,3.2205882353,ADWORD AD,3915,85,7,79,2.1711366539,8.2352941176,0.9294117647
470,2022-01-25,FACEBOOK AD,2269,62,19,102,2.7324812693,30.6451612903,1.6451612903,ADWORD AD,4531,50,4,98,1.1035091591,8,1.96
471,2022-08-18,FACEBOOK AD,1060,17,17,189,1.6037735849,100,11.1176470588,ADWORD AD,4649,81,8,193,1.7423101742,9.8765432099,2.3827160494
472,2022-09-13,FACEBOOK AD,2299,34,5,84,1.4789038712,14.7058823529,2.4705882353,ADWORD AD,5253,55,4,146,1.04702075,7.2727272727,2.6545454545
473,2022-06-14,FACEBOOK AD,2264,27,18,178,1.1925795053,66.6666666667,6.5925925926,ADWORD AD,3780,39,6,150,1.0317460317,15.3846153846,3.8461538462
474,2023-07-23,FACEBOOK AD,3257,28,6,135,0.8596868284,21.4285714286,4.8214285714,ADWORD AD,5366,57,6,68,1.062243757,10.5263157895,1.1929824561
475,2022-02-01,FACEBOOK AD,1824,19,13,105,1.0416666667,68.4210526316,5.5263157895,ADWORD AD,5502,64,6,160,1.163213377,9.375,2.5
476,2022-09-20,FACEBOOK AD,1994,52,5,107,2.6078234704,9.6153846154,2.0576923077,ADWORD AD,3842,44,5,97,1.1452368558,11.3636363636,2.2045454545
477,2022-09-21,FACEBOOK AD,2002,69,5,133,3.4465534466,7.2463768116,1.9275362319,ADWORD AD,5565,45,4,72,0.8086253369,8.8888888889,1.6
478,2023-07-30,FACEBOOK AD,3056,20,15,152,0.6544502618,75,7.6,ADWORD AD,3946,78,4,56,1.9766852509,5.1282051282,0.7179487179
479,2023-11-27,FACEBOOK AD,2172,56,19,75,2.5782688766,33.9285714286,1.3392857143,ADWORD AD,4551,60,3,98,1.3183915623,5,1.6333333333
480,2023-05-06,FACEBOOK AD,1141,31,6,223,2.7169149869,19.3548387097,7.1935483871,ADWORD AD,5504,35,6,107,0.6359011628,17.1428571429,3.0571428571
481,2024-09-05,FACEBOOK AD,1926,16,5,236,0.8307372793,31.25,14.75,ADWORD AD,4073,60,3,53,1.4731156396,5,0.8833333333
482,2024-01-13,FACEBOOK AD,1969,20,6,104,1.0157440325,30,5.2,ADWORD AD,5649,35,4,123,0.6195786865,11.4285714286,3.5142857143
483,2023-01-24,FACEBOOK AD,1415,65,13,68,4.593639576,20,1.0461538462,ADWORD AD,4564,39,4,138,0.8545135846,10.2564102564,3.5384615385
484,2022-03-18,FACEBOOK AD,1092,66,9,190,6.043956044,13.6363636364,2.8787878788,ADWORD AD,5445,74,3,183,1.3590449954,4.0540540541,2.472972973
485,2023-01-05,FACEBOOK AD,3310,51,18,102,1.5407854985,35.2941176471,2,ADWORD AD,5094,34,7,57,0.6674519042,20.5882352941,1.6764705882
486,2022-12-31,FACEBOOK AD,1934,47,5,98,2.430196484,10.6382978723,2.085106383,ADWORD AD,5221,54,3,128,1.0342846198,5.5555555556,2.3703703704
487,2022-09-08,FACEBOOK AD,3007,25,9,158,0.8313934154,36,6.32,ADWORD AD,5745,58,3,171,1.0095735422,5.1724137931,2.9482758621
488,2022-03-29,FACEBOOK AD,1754,54,5,118,3.078677309,9.2592592593,2.1851851852,ADWORD AD,5577,37,4,190,0.663439125,10.8108108108,5.1351351351
